ledger_id,output_table,row_key,field,value,definition,denominator,rounding,source_path,source_sha256,source_record,period_role,population_boundary,claim_class,required_labels
PROT-0343,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__dummy_prior__001,average_precision_ci_lower,0.17206349206349206,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[8],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0344,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__dummy_prior__001,average_precision_ci_upper,0.21015873015873016,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[8],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0345,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__dummy_prior__001,roc_auc_ci_lower,0.5,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[8],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0346,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__dummy_prior__001,roc_auc_ci_upper,0.5,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[8],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0347,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__dummy_prior__001,f1_ci_lower,0.0,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[8],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0348,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__dummy_prior__001,f1_ci_upper,0.0,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[8],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0349,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__dummy_prior__001,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[8],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0350,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__dummy_prior__001,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[8],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0351,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,year,2023,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0352,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,n,1575,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0353,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,positive_n,300,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0354,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,average_precision,0.3803781773917482,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0355,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,roc_auc,0.7201882352941177,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0356,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,brier_score,0.13970449053966094,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0357,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,f1_frozen_threshold,0.4139941690962099,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0358,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,precision_frozen_threshold,0.36787564766839376,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0359,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,recall_frozen_threshold,0.47333333333333333,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0360,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,average_precision_ci_lower,0.3321503237772109,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0361,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,average_precision_ci_upper,0.4368766123154365,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0362,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,roc_auc_ci_lower,0.6876672698026418,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0363,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,roc_auc_ci_upper,0.7513818008496163,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0364,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,f1_ci_lower,0.36874750544267054,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0365,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,f1_ci_upper,0.45977092553864113,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0366,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0367,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__elastic_net_logistic__003,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[6],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0368,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,year,2023,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0369,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,n,1575,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0370,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,positive_n,300,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0371,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,average_precision,0.38417039411437476,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0372,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,roc_auc,0.7200104575163399,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0373,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,brier_score,0.1395082765660208,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0374,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,f1_frozen_threshold,0.43535620052770446,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0375,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,precision_frozen_threshold,0.36026200873362446,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0376,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,recall_frozen_threshold,0.55,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0377,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,average_precision_ci_lower,0.33485814797363517,Lower 2.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0378,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,average_precision_ci_upper,0.44060447966107397,Upper 97.5th percentile clustered-bootstrap AP bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0379,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,roc_auc_ci_lower,0.6888499051234306,Lower 2.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0380,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,roc_auc_ci_upper,0.7514063447158013,Upper 97.5th percentile clustered-bootstrap ROC-AUC bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0381,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,f1_ci_lower,0.39357211750666166,Lower 2.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0382,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,f1_ci_upper,0.47891921560800355,Upper 97.5th percentile clustered-bootstrap F1 bound.,economic_group_id clustered bootstrap,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0383,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,bootstrap_replicates,2000,Requested clustered-bootstrap replicates.,economic_group_id clusters,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0384,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__fixed_l2_logistic__002,bootstrap_valid_replicates,2000,Valid non-degenerate clustered-bootstrap replicates.,requested bootstrap replicates,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[7],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0385,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,year,2023,Feature/prediction year.,not applicable,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0386,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,n,1575,Number of evaluable company-year observations.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0387,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,positive_n,300,Number of positive target labels.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0388,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,average_precision,0.40051882365273345,"Average precision, historically labelled PR-AUC.",aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0389,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,roc_auc,0.742313725490196,ROC-AUC.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0390,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,brier_score,0.13599341522515562,Mean squared probabilistic forecast error.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0391,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,f1_frozen_threshold,0.45544554455445546,F1 at the frozen development threshold.,aligned available-label observations,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0392,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,precision_frozen_threshold,0.36220472440944884,Precision at the frozen development threshold.,predicted positives,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
PROT-0393,tables/02_protected_period_metrics.csv,holdout|2023|model_stage_v1__coarse__hist_gradient_boosting__007,recall_frozen_threshold,0.6133333333333333,Recall at the frozen development threshold.,positive labels,source precision; recommended display 4 decimals for metrics,reports/protected_period_extension_v1/holdout_report_v1_0_1.json,d69f75628687341d13976898e873b2cc849c1613c4ca131c766b59937ff88325,metric_rows[1],holdout,final temporal model-performance holdout 2023-2024,temporal_holdout_with_mandatory_prior_exposure_disclosure,temporal holdout; prior aggregate and label exposure disclosed; not fully unseen
